333	58	32	10	16	14	4	7	10	4	7	6	6	9	4	4	8	2	6	4	0	0	1	1	2	4	2	6	0	3	4	2	1	1	2	1	1	0	0	1	0	0	0	2	1	1	3	0	3	2	1	1	2	1	3	2	0	1	4	3	1	1	1	0	0	0	0	2	0	0	1	2	0	0	2	2	0	0	3	2	0	1	0	1	2	1	1	1	0	0	1	2	0	0	1	0	0	0	1	1	2	0	1	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	2	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	3	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2	0
58	309	53	22	32	18	3	4	6	9	7	6	13	13	8	5	10	3	1	2	4	1	1	0	0	1	2	1	3	2	0	1	0	0	0	0	2	0	0	0	0	1	2	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	2	0	1	0	0	0	1	0	1	0	2	0	0	0	1	0	1	4	0	1	1	0	0	0	1	2	0	2	1	0	1	0	0	0	1	1	0	1	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1
32	53	278	30	33	20	6	8	4	15	9	7	4	10	7	7	4	4	3	1	0	0	0	1	3	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	4	0	0	0	1	1	2	0	2	1	0	3	0	0	1	2	1	0	1	0	0	2	0	1	1	2	1	1	0	1	2	1	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	2	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
10	22	30	361	44	18	7	15	7	11	12	13	18	8	9	5	3	2	0	2	2	1	1	2	3	2	0	2	1	3	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	2	3	1	0	0	3	1	3	1	3	0	0	3	0	3	1	1	1	1	1	1	0	1	1	3	0	1	1	0	0	2	1	1	2	0	0	1	0	0	0	1	1	0	2	1	0	0	0	1	0	1	0	0	3	0	0	1	0	0	2	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	3	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	1	1	2	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	1	0	0	0	0	2	0	0	0	0	0	0	2	0
16	32	33	44	308	28	18	15	7	10	12	9	11	8	17	3	6	1	5	0	0	0	2	2	1	1	2	1	1	4	3	0	1	1	0	3	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	1	1	0	1	1	1	1	1	0	3	0	1	1	0	1	1	0	1	0	1	2	1	2	2	1	2	1	1	1	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	2	2	0	1	0	0	2	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
14	18	20	18	28	281	32	15	21	11	26	9	19	7	7	11	6	2	2	2	3	1	1	2	1	3	2	6	1	2	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	2	0	2	2	0	2	4	1	0	3	2	0	3	0	0	0	2	3	1	1	2	0	1	1	0	2	0	1	2	0	3	1	1	1	3	1	1	0	0	0	1	0	1	1	0	0	0	1	0	2	2	0	4	0	0	0	0	1	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	3	1	0	1	1	0	1	0	1	1	0	2	1	1	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	2	0	1	0	0	0	0	0
4	3	6	7	18	32	201	25	11	18	12	10	9	13	9	4	2	2	1	2	1	2	2	1	1	0	0	2	4	2	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	2	0	1	0	1	2	0	1	1	1	3	1	2	1	1	2	0	0	1	0	1	0	0	1	2	1	1	0	0	1	0	1	1	0	1	0	0	0	0	2	0	0	1	0	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	1
7	4	8	15	15	15	25	277	37	21	21	19	21	12	7	6	4	4	2	2	2	0	1	1	0	2	0	0	1	0	1	0	1	1	1	0	0	2	0	2	0	1	0	1	0	0	0	2	1	3	3	2	0	0	3	1	0	3	0	0	1	1	1	3	0	1	1	1	0	1	1	0	2	1	0	0	2	3	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0
10	6	4	7	7	21	11	37	253	44	18	18	19	13	18	6	5	3	1	2	0	6	1	2	0	2	2	1	1	0	0	2	0	1	0	1	1	0	0	2	0	1	0	1	1	2	0	1	1	1	0	0	1	1	1	1	0	0	1	0	2	2	0	2	1	0	1	1	0	0	1	1	0	2	1	1	1	0	1	0	2	1	0	0	0	1	0	0	0	0	0	1	2	0	2	0	2	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	3	1	0	3	0	0	1	0	1	0	1	0	0	0	0	0	1	0	3	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	1	2	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	1	0	0	0	0
4	9	15	11	10	11	18	21	44	284	43	23	42	35	8	9	12	2	2	1	1	0	1	2	3	4	1	5	6	3	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	5	0	1	1	1	1	0	1	4	2	2	1	0	3	0	0	1	1	2	2	0	4	2	1	0	0	0	0	0	1	1	2	0	2	1	1	2	0	0	0	1	0	1	0	0	0	2	0	0	0	0	3	2	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
